Card Type Full Name,Issuing Bank,Card Number,Card Holder's Name,CVV/CVV2,Issue Date,Expiry Date,Billing Date,Card PIN,Credit Limit,Fraud
Master Card,Capital One,5.35148E+15,Chris Z Puckett,861,Jul-13,Jul-22,26,1923,27300,0
Diners Club International,Diners Club,3.03185E+13,Alexa S Torrez,494,Jan-15,Jan-31,3,5597,25200,0
Japan Credit Bureau,JCB,3.58424E+15,Joanne M Alexander,608,Jun-09,Jun-13,6,4156,36700,0
Visa,Chase,4.43871E+15,Manuel F Tincher,675,Dec-15,Dec-34,15,9115,21800,0
Discover,Discover,6.01113E+15,Ryan V Fowler,56,Aug-16,Aug-28,13,4201,91400,0
Master Card,Capital One,5.39317E+15,Burl M Sumrall,551,Jan-09,Jan-21,9,3422,128300,1
Discover,Discover,6.22259E+15,Samuel G Mejia,858,Dec-07,Dec-26,7,9197,29000,0
Discover,Discover,6.01154E+15,Jake Eyler,803,Jul-11,Jul-20,16,936,138800,1
American Express,American Express,3.73409E+14,Alfred Curtis,6846,Jan-07,Jan-19,3,400,76100,0
Master Card,Bank of America,5.47725E+15,Gilbert G Franzen,239,Dec-12,Dec-23,5,2337,164500,1
Diners Club International,Diners Club,3.09526E+13,Ruby Bryan,980,May-15,May-31,11,2415,186600,0
American Express,American Express,3.49184E+14,Lael Seaman,2577,Mar-10,Mar-12,7,3893,54800,0
Discover,Discover,6.01119E+15,Jacqueline O Hicks,219,Jun-09,Jun-12,6,6202,160100,1
Japan Credit Bureau,JCB,3.5847E+15,Alisia E Kumar,241,Sep-17,Sep-37,23,3422,85100,0
Master Card,Barclays,5.43006E+15,Douglas Q Tran,74,May-10,May-21,3,6195,145500,0
Discover,Discover,6.01157E+15,Marty B Nave,451,Dec-17,Dec-29,15,3952,113100,1
Diners Club International,Diners Club,3.09345E+13,Troy P Walsh,9,Feb-10,Feb-11,3,4328,37200,0
Discover,Discover,6.01166E+15,Cleveland Kayser,106,Aug-12,Aug-24,4,6632,154600,0
Master Card,Capital One,5.16028E+15,Roberta X Bell,835,Sep-17,Sep-21,9,6292,121800,1
Discover,Discover,6.01131E+15,Kum Z Boatman,755,Apr-16,Apr-24,13,6973,57700,0
Discover,Discover,6.56325E+15,Evelyn X Duffy,849,Dec-09,Dec-21,2,7825,60300,0
Japan Credit Bureau,JCB,3.5451E+15,Myong O Hummer,82,Feb-14,Feb-16,12,959,181900,0
Master Card,Wells Fargo,5.19112E+15,Marilyn Randolph,191,Oct-15,Oct-23,5,1362,178000,1
Japan Credit Bureau,JCB,3.58031E+15,Selene Q Falls,570,Jul-10,Jul-20,27,116,92900,0
Master Card,Barclays,5.3521E+15,Marilyn S Powers,713,Dec-15,Dec-32,13,5841,151000,1
American Express,American Express,3.73101E+14,Edwardo Lux,4832,Jul-08,Jul-10,19,7081,128900,0
Diners Club International,Diners Club,3.01642E+13,Norman N Hopkins,207,Jun-09,Jun-29,14,4991,107400,1
Diners Club International,Diners Club,3.60526E+13,Margit S Forbes,60,Oct-12,Oct-22,7,5744,90600,0
American Express,American Express,3.70058E+14,Dawn Randolph,3961,Sep-09,Sep-23,3,1908,87700,0
Diners Club International,Diners Club,3.01644E+13,Camelia D Kinder,168,Sep-08,Sep-15,13,2523,196900,0
Visa,Chase,4.79627E+15,Jennifer P Greene,110,May-14,May-34,6,230,125900,0
Visa,USAA,4.50961E+15,Martin H Lay,609,Mar-11,Mar-30,4,7832,175200,1
Diners Club International,Diners Club,3.09632E+13,Tim Z Turner,450,Sep-17,Sep-24,25,4728,31500,0
Master Card,Citibank,5.5006E+15,Ruthie Blackstone,950,Mar-10,Mar-30,5,9312,199900,0
Diners Club International,Diners Club,3.00024E+13,Matthew Z Bauer,605,May-09,May-19,2,6623,90800,0
Discover,Discover,6.48593E+15,Marget Sutton,839,Feb-15,Feb-29,20,874,26000,0
Master Card,Capital One,5.17906E+15,Frank W Hodges,329,May-13,May-17,20,1445,148900,1
American Express,American Express,3.45638E+14,Willis J Zamudio,7357,Jul-07,Jul-19,5,4134,125600,1
Master Card,USAA,5.45077E+15,Megan Mason,209,Nov-13,Nov-20,24,9738,98300,0
Visa,Chase,4.02948E+15,Adriane W Tarver,300,Aug-12,Aug-13,12,1285,127300,0
Master Card,Chase,5.1978E+15,Annette W David,376,Apr-15,Apr-28,18,3435,91800,0
Diners Club International,Diners Club,3.01133E+13,Bradford F Wulf,844,Nov-14,Nov-27,11,987,174300,0
American Express,American Express,3.49005E+14,Shannon P May,2938,Dec-13,Dec-18,12,3203,176900,0
Master Card,Citibank,5.36048E+15,Deane D Lenard,929,Aug-15,Aug-24,6,1314,24900,0
Visa,Chase,4.64398E+15,Lloyd Walsh,944,Feb-16,Feb-23,5,4583,46400,0
American Express,American Express,3.71635E+14,Chantell I Lark,9583,May-17,May-36,9,6343,84900,0
Master Card,Wells Fargo,5.10088E+15,April W Alvarado,205,Oct-14,Oct-18,9,3231,29300,0
Master Card,Chase,5.184E+15,Mac Z Groom,461,Sep-09,Sep-10,26,5441,52100,0
American Express,USAA,3.40296E+14,Barry I Stevens,1036,Oct-13,Oct-33,2,2066,118000,0
Japan Credit Bureau,JCB,3.58219E+15,Christiana U Lueck,423,Dec-10,Dec-12,23,6799,28200,0
Diners Club International,Diners Club,3.01825E+13,Gerald Moss,874,May-13,May-17,16,5655,152500,0
Master Card,Chase,5.1639E+15,Carroll U Egger,78,Jul-10,Jul-30,3,9294,61100,0
Visa,Wells Fargo,4.13361E+15,Ethel U Durham,800,Oct-15,Oct-25,2,9630,144200,0
American Express,American Express,3.47953E+14,Annamaria J Winner,492,Oct-13,Oct-32,19,9235,28500,0
American Express,USAA,3.41628E+14,Kenneth M Hatfield,23,Sep-12,Sep-29,18,5459,153000,1
Diners Club International,Diners Club,3.0372E+13,Thalia Mccready,390,Jul-11,Jul-21,23,1047,103100,0
Visa,Citibank,4.74038E+15,Cheryl Mercado,260,Oct-16,Oct-27,3,3379,125200,0
American Express,U.S. Bancorp,3.40798E+14,Adina Shane,9366,Aug-11,Aug-28,4,3471,191800,0
Diners Club International,Diners Club,3.02077E+13,Joel Guy,2,Sep-09,Sep-22,22,8808,152200,0
Japan Credit Bureau,JCB,3.5355E+15,Wilfredo Lacombe,209,Aug-10,Aug-23,1,5329,16000,0
Diners Club International,Diners Club,3.05585E+13,Jeff Torres,108,Sep-16,Sep-25,20,47,132000,0
Diners Club International,Diners Club,3.96189E+13,Damon Jude,428,Nov-08,Nov-15,18,7423,31800,0
Japan Credit Bureau,JCB,3.54341E+15,Glen Day,801,Feb-07,Feb-14,13,7580,147700,1
American Express,American Express,3.40774E+14,James B Gartner,7219,Jan-07,Jan-26,26,9631,199100,1
Master Card,Capital One,5.16152E+15,Frederick M Gross,531,Apr-13,Apr-28,20,7788,71700,0
Visa,Chase,4.73844E+15,Lucie Hallman,315,Apr-09,Apr-12,27,4758,124300,1
American Express,American Express,3.73681E+14,Kyle B Hendrix,1616,Sep-07,Sep-17,3,6397,182700,0
Visa,Chase,4.34863E+15,Alessandra E Grider,424,Sep-15,Sep-27,19,3211,154700,0
Diners Club International,Diners Club,3.81895E+13,Connie Douglas,711,Jan-07,Jan-26,25,9452,70700,0
Japan Credit Bureau,JCB,3.5498E+15,Mikaela Z Crook,846,Sep-17,Sep-24,14,5053,197200,0
American Express,U.S. Bancorp,3.71777E+14,Thelma P Moon,6196,Sep-14,Sep-19,6,2157,182300,0
Japan Credit Bureau,JCB,3.53251E+15,Enda Z Strouse,316,May-15,May-24,7,8502,119200,0
Visa,USAA,4.24262E+15,Gerald D Osborne,70,Jul-17,Jul-30,13,8367,144800,0
Japan Credit Bureau,JCB,3.54522E+15,Luba Bueno,358,Jan-09,Jan-22,27,6446,119600,0
Diners Club International,Diners Club,3.04957E+13,Don Knight,132,Dec-13,Dec-26,17,6064,28100,0
Master Card,Chase,5.32901E+15,Pricilla K Newcomer,539,May-13,May-14,26,5016,79500,0
American Express,American Express,3.77777E+14,Christina W Mcconnell,2629,May-07,May-16,4,6620,107500,1
Discover,Discover,6.01153E+15,Demetrius H Sturgis,743,Sep-09,Sep-16,2,801,178200,1
American Express,Bank of America,3.77831E+14,Shannon N Ryan,7781,Jan-12,Jan-30,25,8160,60000,0
Visa,Wells Fargo,4.5813E+15,Zola Edmonds,872,Oct-17,Oct-36,11,5752,168300,0
Japan Credit Bureau,JCB,3.563E+15,Cynthia Bryant,13,Mar-14,Mar-29,1,5841,95200,0
Diners Club International,Diners Club,3.09787E+13,Elvin I Varney,318,Feb-16,Feb-32,21,1353,70300,0
Japan Credit Bureau,JCB,3.56813E+15,Roberto E Sampson,147,Aug-15,Aug-32,6,4356,105100,1
Master Card,U.S. Bancorp,5.32132E+15,Margot Waldon,569,Mar-13,Mar-15,20,6101,156200,1
Diners Club International,Diners Club,3.68224E+13,Joshua Peters,800,Mar-16,Mar-20,10,481,190500,0
Diners Club International,Diners Club,3.02226E+13,Rodolfo L Raynor,620,Apr-08,Apr-11,8,2875,35500,0
Discover,Discover,6.01182E+15,Sandra Santana,380,Nov-14,Nov-15,11,5965,74300,0
Diners Club International,Diners Club,3.03412E+13,Jerrica I Blodgett,503,Jun-14,Jun-32,3,5253,131600,1
Master Card,Chase,5.41538E+15,Martha P Macias,845,Aug-11,Aug-13,19,3595,92200,0
American Express,U.S. Bancorp,3.40179E+14,Hosea B Drayton,8030,Jun-16,Jun-22,3,4327,133700,0
Visa,PNC,4.73962E+15,Rita Washington,307,Dec-12,Dec-28,1,1728,37100,0
Master Card,Chase,5.12335E+15,Leah Y Monti,318,Apr-17,Apr-36,8,102,88200,0
Master Card,Capital One,5.35486E+15,Troy Lara,677,Jul-10,Jul-13,6,5122,163800,1
Discover,Discover,6.01199E+15,Nery N Warman,768,Jun-11,Jun-28,13,4015,141600,0
Diners Club International,Diners Club,3.09816E+13,Kelly O Miller,506,Aug-09,Aug-18,3,2354,153100,0
Visa,U.S. Bancorp,4.62458E+15,Wilfred M Lehr,225,Dec-17,Dec-29,22,1657,129800,1
Master Card,Citibank,5.42606E+15,Rose L Vincent,88,Feb-13,Feb-19,18,2668,58600,0
Visa,Bank of America,4.92542E+15,Renaldo C Schock,959,Mar-08,Mar-24,16,7248,65900,0
Visa,Chase,4.66557E+15,Jason U Colon,120,Sep-08,Sep-28,22,7541,80700,0
Master Card,Barclays,5.42082E+15,Amalia C Bohn,136,Oct-12,Oct-21,22,3940,152300,0
American Express,American Express,3.48646E+14,Sandra L Hardy,371,Dec-15,Dec-18,22,4786,52900,0
American Express,American Express,3.77363E+14,Freeman W Bussey,7099,Nov-07,Nov-27,28,6492,135200,1
Visa,Bank of America,4.86824E+15,Cynthia Orr,125,Mar-09,Mar-11,10,5515,144400,1
Diners Club International,Diners Club,3.03102E+13,Lazaro Leister,929,Jun-11,Jun-30,28,5399,144100,1
American Express,American Express,3.46104E+14,Katherine Gates,3176,Aug-14,Aug-22,24,6758,146100,0
Visa,Chase,4.51736E+15,Alfonso C Grams,398,May-13,May-17,1,4027,77500,0
American Express,American Express,3.79788E+14,Ryan O Callahan,7990,Jul-17,Jul-37,14,5060,79000,0
Discover,Discover,6.01178E+15,Eliseo Dostie,362,Jul-11,Jul-26,22,2813,153000,0
Master Card,USAA,5.44851E+15,Victor A Baird,547,Sep-09,Sep-21,25,8873,159200,1
Discover,Discover,6.22159E+15,Aldo A Strange,222,Jan-15,Jan-20,23,7106,157300,0
Visa,Barclays,4.68575E+15,Elsie Walters,86,Jan-12,Jan-32,25,44,101000,0
Discover,Discover,6.01179E+15,Jarvis H Lepage,49,Aug-13,Aug-27,24,7696,111100,1
American Express,U.S. Bancorp,3.78939E+14,Wanda Z Richard,8766,Jun-13,Jun-33,8,7216,69600,0
Master Card,Citibank,5.16297E+15,Dona Foster,627,Dec-12,Dec-18,3,5607,168200,1
American Express,U.S. Bancorp,3.78218E+14,Mary Berg,5530,Sep-16,Sep-17,24,6458,128100,0
Master Card,Bank of America,5.44353E+15,Darryl Lorenz,418,Jun-12,Jun-25,20,5205,87600,0
Japan Credit Bureau,JCB,3.53241E+15,Deborah F Chaney,173,Oct-17,Oct-35,21,6939,15000,0
Master Card,U.S. Bancorp,5.31678E+15,Lillie Y Olson,110,Jan-09,Jan-25,24,2191,185200,0
Japan Credit Bureau,JCB,3.58887E+15,Beverly Q Whitehead,728,Jan-09,Jan-19,12,1942,185600,0
Visa,Citibank,4.91405E+15,Santa X Speaks,627,Jan-12,Jan-14,21,5544,17900,0
American Express,American Express,3.78737E+14,Michelle P Spence,7597,Apr-12,Apr-17,13,8051,153000,1
Master Card,U.S. Bancorp,5.13366E+15,Dylan S Shorts,791,Sep-17,Sep-19,17,4961,31900,0
Visa,Barclays,4.50175E+15,June Wolf,707,Jun-11,Jun-19,20,7816,100900,1
Master Card,Citibank,5.24769E+15,Jaymie N Brandon,280,Nov-07,Nov-11,11,7876,51700,0
American Express,American Express,3.47971E+14,Vincent M Wright,9002,Aug-08,Aug-09,11,3695,189300,0
Visa,Cabelas WFB,4.3193E+15,Leeann P Beauregard,305,Aug-16,Aug-35,15,2612,128000,1
American Express,American Express,3.48142E+14,Rosa L Branch,7165,Sep-07,Sep-22,6,3615,195500,1
American Express,U.S. Bancorp,3.76452E+14,Albertha Carney,4238,May-10,May-16,17,6722,187200,0
Japan Credit Bureau,JCB,3.58677E+15,Leonard U Bradford,646,Mar-07,Mar-21,28,929,93300,0
Diners Club International,Diners Club,3.05849E+13,Lamonica U Beasley,393,Sep-11,Sep-23,6,2094,101800,1
Japan Credit Bureau,JCB,3.57966E+15,Veronica U Mcleod,654,Aug-15,Aug-17,20,4117,123300,0
Master Card,Bank of America,5.27535E+15,Teodoro L Cozart,981,Jun-15,Jun-17,15,872,143700,1
Visa,GE Capital,4.1981E+15,Ruby X Norton,946,Aug-11,Aug-30,4,4010,101400,0
Discover,Discover,6.01198E+15,Marcellus V Mckinnon,713,Jun-09,Jun-22,8,8763,111900,1
Master Card,Citibank,5.30186E+15,Dana L Mcintyre,225,Dec-17,Dec-26,9,8876,38100,0
Japan Credit Bureau,JCB,3.53573E+15,Keven C Germany,660,May-14,May-32,14,4789,41700,0
Discover,Discover,6.22542E+15,Denise H Yates,527,Aug-17,Aug-29,3,171,196600,1
Diners Club International,Diners Club,3.09094E+13,Dirk S Desmarais,621,Aug-11,Aug-30,23,9042,125300,1
Discover,Discover,6.0113E+15,Mary Alford,568,Nov-08,Nov-14,17,4254,97800,0
American Express,USAA,3.75216E+14,Manuel B Sorrells,2010,Feb-07,Feb-13,7,2517,180100,0
Discover,Discover,6.59788E+15,Mark Holden,287,Jul-07,Jul-08,5,7907,17200,0
Japan Credit Bureau,JCB,3.54496E+15,Latanya Bunch,651,Sep-12,Sep-27,4,5572,194300,1
Japan Credit Bureau,JCB,3.5325E+15,Johnny X Meyers,755,May-14,May-16,9,7947,15600,0
Discover,Discover,6.01189E+15,Rickey Mcneil,42,Nov-08,Nov-20,6,4086,100400,0
Visa,First National,4.15139E+15,Tim D Willis,48,Jun-13,Jun-23,2,7753,142300,0
Visa,Chase,4.96509E+15,Paris X Sturtevant,419,Apr-15,Apr-20,2,4873,18900,0
Japan Credit Bureau,JCB,3.57832E+15,Marie Sanford,247,Sep-08,Sep-23,27,6024,179900,1
Master Card,Citibank,5.38744E+15,Bobbi G Bear,858,Apr-15,Apr-24,15,4418,170100,0
American Express,American Express,3.4655E+14,Ronald Z Christian,2720,Oct-14,Oct-31,1,5568,193900,0
Master Card,Citibank,5.43693E+15,Rima H Ashbaugh,873,Apr-17,Apr-35,1,7496,79400,0
Discover,Discover,6.01115E+15,Ricky Q Guerra,739,Nov-17,Nov-29,23,2452,160100,1
American Express,American Express,3.42308E+14,Brigitte Mcclinton,5421,Oct-17,Oct-25,18,4735,171900,1
Visa,Bank of America,4.47883E+15,Catherine Moore,532,Nov-09,Nov-22,21,8311,28400,0
Diners Club International,Diners Club,3.80783E+13,Aubrey S Mckenna,110,May-08,May-25,25,685,153600,0
Diners Club International,Diners Club,3.01885E+13,Luis O Sharp,683,Apr-09,Apr-17,11,1132,111900,1
Japan Credit Bureau,JCB,3.55144E+15,Riva Q Kempf,164,Jul-08,Jul-14,22,6463,31100,0
Discover,Discover,6.01102E+15,Christopher G Mooney,281,Jul-17,Jul-25,28,2329,24100,0
Discover,Discover,6.52386E+15,Tana Branum,191,Nov-13,Nov-27,15,3526,163600,1
Discover,Discover,6.01198E+15,Eugene P Carver,599,Jan-11,Jan-26,21,425,138300,1
Master Card,Citibank,5.17693E+15,Jeni E Wellington,142,Feb-10,Feb-16,7,7639,20700,0
Japan Credit Bureau,JCB,3.56101E+15,Ryan Monroe,927,Jul-07,Jul-21,2,4134,86600,0
Japan Credit Bureau,JCB,3.56236E+15,Allan R Blakley,478,Sep-13,Sep-14,1,4608,119200,0
Discover,Discover,6.01107E+15,Kelly Carson,207,Aug-10,Aug-25,11,187,78800,0
Japan Credit Bureau,JCB,3.58416E+15,Demetrius V Souza,549,Oct-09,Oct-18,7,1820,63500,0
Diners Club International,Diners Club,3.01595E+13,Tony W Cervantes,713,Aug-12,Aug-24,21,3684,32000,0
Discover,Discover,6.01113E+15,Delmar Breen,666,Oct-12,Oct-18,2,2180,109400,0
Visa,Chase,4.44735E+15,Gilbert B Hopkins,616,Oct-16,Oct-30,3,1302,106800,0
Master Card,Bank of America,5.17587E+15,Herta G Ballentine,281,Oct-14,Oct-28,21,9484,31900,0
Diners Club International,Diners Club,3.09441E+13,Debbie A Bridges,811,Jul-17,Jul-35,15,168,17200,0
Discover,Discover,6.01122E+15,Sam G Chinn,505,Sep-08,Sep-16,11,6803,150200,1
Diners Club International,Diners Club,3.09407E+13,Randall Jarvis,829,May-12,May-22,14,7708,42900,0
Diners Club International,Diners Club,3.0445E+13,Marion C Dilworth,890,May-09,May-22,18,1940,95500,0
Diners Club International,Diners Club,3.63407E+13,Phillip Goodman,454,May-08,May-09,22,283,67900,0
Visa,Citibank,4.34125E+15,Walker V Woodard,641,Jan-11,Jan-31,20,6511,81300,0
American Express,Bank of America,3.44617E+14,Robin R Boyer,6406,Oct-14,Oct-26,7,930,47400,0
American Express,American Express,3.46493E+14,Stephany S Fell,9959,Mar-07,Mar-08,11,7734,165800,1
Diners Club International,Diners Club,3.00064E+13,Katherine W Larson,714,Feb-13,Feb-31,20,9016,34000,0
American Express,American Express,3.70727E+14,Cecil Grisham,4421,Feb-08,Feb-12,21,4463,79800,0
Diners Club International,Diners Club,3.0141E+13,Melvin A Booth,967,Dec-07,Dec-27,2,7115,28800,0
Master Card,USAA,5.35732E+15,Kip O Phelps,790,Nov-08,Nov-14,15,1554,148400,0
Master Card,U.S. Bancorp,5.21416E+15,Bruce Y Meyers,913,Nov-15,Nov-20,26,2930,162900,1
Diners Club International,Diners Club,3.0159E+13,Vaughn B Campion,944,Jul-08,Jul-22,15,9103,80700,0
American Express,U.S. Bancorp,3.7677E+14,Lynn Boyer,5523,Jan-14,Jan-32,16,6559,51300,0
American Express,Bank of America,3.46762E+14,Zack I Forbis,9591,Apr-11,Apr-15,19,5637,53100,0
Japan Credit Bureau,JCB,3.58419E+15,Steve F Forbes,657,Apr-15,Apr-16,23,5937,199500,1
Discover,Discover,6.01188E+15,Johnny M Fogg,416,Apr-16,Apr-19,3,6812,195900,0
Discover,Discover,6.01166E+15,Thelma T Oneill,71,Nov-10,Nov-25,17,5739,28400,0
Visa,Citibank,4.41853E+15,Hugo M Crissman,941,Apr-09,Apr-10,23,3675,151300,1
Discover,Discover,6.01104E+15,Amber Y Hale,23,Sep-09,Sep-16,23,7587,54400,0
Discover,Discover,6.01194E+15,Roseanna B Benner,895,Jun-11,Jun-15,3,7068,40300,0
Discover,Discover,6.01184E+15,Jeffrey Eaton,767,Apr-08,Apr-26,23,1847,34800,0
Visa,Cabelas WFB,4.76485E+15,Tania A Hassan,32,Aug-08,Aug-27,19,7221,40300,0
American Express,American Express,3.78175E+14,Katherine P King,6667,Jan-14,Jan-34,3,3845,139600,1
American Express,American Express,3.42784E+14,Heidi Barela,7937,Dec-17,Dec-34,4,103,195400,1
Diners Club International,Diners Club,3.02668E+13,Ruth Zamora,290,Dec-08,Dec-25,9,9815,95900,0
Japan Credit Bureau,JCB,3.58239E+15,Rodolfo Hallock,682,Nov-13,Nov-19,11,4597,36400,0
American Express,American Express,3.77346E+14,Bonnie Terry,930,May-14,May-20,12,374,40900,0
Discover,Discover,6.01124E+15,Ione Kunkel,97,Mar-14,Mar-17,27,7054,109900,1
Visa,Chase,4.39628E+15,Jeff C Lindsey,327,May-14,May-22,22,1856,24000,0
Diners Club International,Diners Club,3.05913E+13,Cletus D Privett,754,Apr-16,Apr-28,16,2296,144200,0
Japan Credit Bureau,JCB,3.53625E+15,Robert X Livingston,26,Mar-15,Mar-17,9,8313,89000,0
Master Card,Capital One,5.34015E+15,Gaston Q Franco,916,May-07,May-10,27,2624,39200,0
American Express,American Express,3.42512E+14,Bryan Sutton,4371,Jan-09,Jan-20,19,9485,63000,0
Visa,Chase,4.95924E+15,Vince U Paulsen,945,Mar-13,Mar-24,12,8895,24000,0
American Express,American Express,3.77072E+14,Vivian D Riggs,5124,Aug-07,Aug-22,15,2563,126900,0
Master Card,Capital One,5.25463E+15,Fredia L Gaughan,433,Jun-11,Jun-13,6,236,180800,1
Master Card,Capital One,5.25836E+15,Ruth S Gill,767,Jan-13,Jan-33,20,8056,59700,0
Discover,Discover,6.01123E+15,Luther Philip,165,Jan-10,Jan-16,8,1453,147000,1
Diners Club International,Diners Club,3.09844E+13,Norman A Hoffman,293,Jun-16,Jun-17,13,2567,35900,0
American Express,U.S. Bancorp,3.71456E+14,Herbert S Casavant,1416,Feb-17,Feb-31,10,9691,47900,0
Japan Credit Bureau,JCB,3.5398E+15,Bradley Booth,219,Sep-16,Sep-31,21,3795,13500,0
Discover,Discover,6.53688E+15,Hermina X Boardman,847,Apr-08,Apr-10,4,4425,147100,1
Japan Credit Bureau,JCB,3.53578E+15,Lois V Morgan,45,May-14,May-21,8,5587,118100,1
Discover,Discover,6.0113E+15,Hollis X Mauk,484,Dec-17,Dec-20,28,7323,171000,0
Visa,Cabelas WFB,4.76674E+15,Roger Kelley,476,Jun-10,Jun-26,20,3325,102800,0
Japan Credit Bureau,JCB,3.57891E+15,Rich G Coggins,914,Mar-17,Mar-33,22,1063,71300,0
Diners Club International,Diners Club,3.03942E+13,Catherine Griffith,284,Jun-08,Jun-12,27,2491,197200,0
American Express,American Express,3.78276E+14,Tova T Kennard,784,Apr-14,Apr-25,10,8654,46000,0
Japan Credit Bureau,JCB,3.56888E+15,Monica Newman,435,Apr-07,Apr-16,24,5701,189000,1
Japan Credit Bureau,JCB,3.54587E+15,Neville O Mayes,278,Apr-15,Apr-22,27,7325,156800,0
Japan Credit Bureau,JCB,3.54948E+15,Diane R Haney,319,Jul-14,Jul-17,18,6031,96100,0
Japan Credit Bureau,JCB,3.56736E+15,Armando Q Mathieu,332,Oct-11,Oct-23,26,3553,120500,0
Visa,Citibank,4.40852E+15,Linda B Mercado,189,Mar-08,Mar-21,11,6943,128800,1
Visa,U.S. Bancorp,4.48419E+15,Moshe T Swink,192,Jun-17,Jun-30,21,8280,85600,0
Master Card,Capital One,5.3809E+15,George M Butler,430,Oct-07,Oct-14,11,1625,163100,0
Discover,Discover,6.01177E+15,Mervin Abarca,852,Jun-09,Jun-20,21,3892,27200,0
Diners Club International,Diners Club,3.09448E+13,Kelly Todd,209,Oct-12,Oct-20,3,7063,132900,1
Master Card,Chase,5.33366E+15,Lucien Z Overturf,741,Nov-13,Nov-23,9,7015,187200,1
Diners Club International,Diners Club,3.02127E+13,Derek Walton,169,Apr-12,Apr-18,25,639,133900,1
American Express,American Express,3.79341E+14,Christian H Shore,2958,Jan-17,Jan-22,18,3698,95600,0
Visa,Wells Fargo,4.97786E+15,Lucille B Fry,866,Jun-10,Jun-28,11,9599,33000,0
Japan Credit Bureau,JCB,3.52898E+15,Regina U Bland,589,Jun-08,Jun-28,26,6039,28300,0
Diners Club International,Diners Club,3.02577E+13,Irene G Rodriguez,412,Aug-11,Aug-29,24,6167,132800,0
Discover,Discover,6.01132E+15,Chadwick E Ulmer,873,Aug-15,Aug-32,20,1816,59600,0
Visa,Chase,4.37803E+15,Laurie W Shaffer,450,Apr-15,Apr-23,19,3647,116200,0
Visa,PNC,4.5957E+15,Avery U Bunch,292,Nov-16,Nov-34,1,1194,90200,0
Japan Credit Bureau,JCB,3.55522E+15,Esther Avery,641,Nov-11,Nov-20,4,1311,10200,0
American Express,American Express,3.45073E+14,Johnie A Werth,9325,Apr-13,Apr-14,8,7059,94700,0
American Express,American Express,3.74946E+14,Ricardo A Goodman,9016,Nov-07,Nov-22,19,8388,106100,0
Diners Club International,Diners Club,3.04108E+13,Florance W Boutin,211,Feb-11,Feb-27,22,8055,73600,0
Diners Club International,Diners Club,3.04608E+13,Lewis B Cain,164,Jul-11,Jul-22,17,9967,58700,0
Japan Credit Bureau,JCB,3.5783E+15,Zachery H Neumann,563,Mar-16,Mar-25,28,5869,190500,1
Diners Club International,Diners Club,3.09821E+13,Donald U Parker,79,Jan-16,Jan-34,14,126,92400,0
Discover,Discover,6.01135E+15,Kasha U Brenneman,643,Aug-15,Aug-28,21,843,101000,1
American Express,American Express,3.48983E+14,Virginia A Bowman,9248,Oct-07,Oct-13,24,102,65300,0
